country_1,country_2,run,count
PRT,HUN,19,2
PRT,IRL,19,1
PRT,ITA,19,1
PRT,LTU,19,1
PRT,LVA,19,0
PRT,NLD,19,2
PRT,NOR,19,0
PRT,POL,19,2
PRT,PRT,19,9
PRT,SVK,19,2
PRT,SVN,19,2
PRT,SWE,19,0
SVK,AUT,19,1
SVK,BEL,19,4
SVK,CHE,19,8
SVK,CZE,19,7
SVK,DEU,19,4
SVK,DNK,19,3
SVK,ESP,19,3
SVK,EST,19,4
SVK,FIN,19,0
SVK,FRA,19,6
SVK,GBR,19,6
SVK,HRV,19,5
SVK,HUN,19,8
SVK,IRL,19,0
SVK,ITA,19,4
SVK,LTU,19,6
SVK,LVA,19,0
SVK,NLD,19,3
SVK,NOR,19,0
SVK,POL,19,7
SVK,PRT,19,2
SVK,SVK,19,7
SVK,SVN,19,6
SVK,SWE,19,0
SVN,AUT,19,0
SVN,BEL,19,5
SVN,CHE,19,8
SVN,CZE,19,8
SVN,DEU,19,3
SVN,DNK,19,3
SVN,ESP,19,3
SVN,EST,19,5
SVN,FIN,19,2
SVN,FRA,19,6
SVN,GBR,19,6
SVN,HRV,19,4
SVN,HUN,19,7
SVN,IRL,19,0
SVN,ITA,19,4
SVN,LTU,19,4
SVN,LVA,19,0
SVN,NLD,19,4
SVN,NOR,19,0
SVN,POL,19,7
SVN,PRT,19,2
SVN,SVK,19,6
SVN,SVN,19,7
SVN,SWE,19,0
SWE,AUT,19,1
SWE,BEL,19,0
SWE,CHE,19,0
SWE,CZE,19,0
SWE,DEU,19,0
SWE,DNK,19,0
SWE,ESP,19,0
SWE,EST,19,4
SWE,FIN,19,4
SWE,FRA,19,0
SWE,GBR,19,0
SWE,HRV,19,0
SWE,HUN,19,0
SWE,IRL,19,0
SWE,ITA,19,0
SWE,LTU,19,2
SWE,LVA,19,1
SWE,NLD,19,0
SWE,NOR,19,3
SWE,POL,19,1
SWE,PRT,19,0
SWE,SVK,19,0
SWE,SVN,19,0
SWE,SWE,19,4
AUT,AUT,20,11
AUT,BEL,20,6
AUT,CHE,20,9
AUT,CZE,20,7
AUT,DEU,20,7
AUT,DNK,20,5
AUT,ESP,20,5
AUT,EST,20,3
AUT,FIN,20,2
AUT,FRA,20,6
AUT,GBR,20,4
AUT,HRV,20,5
AUT,HUN,20,5
AUT,IRL,20,2
AUT,ITA,20,7
AUT,LTU,20,3
AUT,LVA,20,3
AUT,NLD,20,7
AUT,NOR,20,1
AUT,POL,20,7
AUT,PRT,20,4
AUT,SVK,20,6
AUT,SVN,20,6
AUT,SWE,20,2
BEL,AUT,20,6
BEL,BEL,20,12
BEL,CHE,20,8
BEL,CZE,20,6
BEL,DEU,20,10
BEL,DNK,20,6
BEL,ESP,20,4
BEL,EST,20,2
BEL,FIN,20,3
BEL,FRA,20,8
BEL,GBR,20,7
BEL,HRV,20,10
BEL,HUN,20,3
BEL,IRL,20,0
BEL,ITA,20,4
BEL,LTU,20,3
BEL,LVA,20,1
BEL,NLD,20,8
BEL,NOR,20,4
BEL,POL,20,5
BEL,PRT,20,2
BEL,SVK,20,5
BEL,SVN,20,6
BEL,SWE,20,3
CHE,AUT,20,9
CHE,BEL,20,8
CHE,CHE,20,16
CHE,CZE,20,9
CHE,DEU,20,9
CHE,DNK,20,4
CHE,ESP,20,10
CHE,EST,20,5
CHE,FIN,20,4
CHE,FRA,20,12
CHE,GBR,20,6
CHE,HRV,20,6
CHE,HUN,20,6
CHE,IRL,20,1
CHE,ITA,20,9
CHE,LTU,20,6
CHE,LVA,20,4
CHE,NLD,20,7
CHE,NOR,20,3
CHE,POL,20,11
CHE,PRT,20,5
CHE,SVK,20,8
CHE,SVN,20,12
CHE,SWE,20,3
CZE,AUT,20,7
CZE,BEL,20,6
CZE,CHE,20,9
CZE,CZE,20,16
CZE,DEU,20,7
CZE,DNK,20,4
CZE,ESP,20,4
CZE,EST,20,8
CZE,FIN,20,9
CZE,FRA,20,8
CZE,GBR,20,4
CZE,HRV,20,8
CZE,HUN,20,8
CZE,IRL,20,1
CZE,ITA,20,7
CZE,LTU,20,9
CZE,LVA,20,4
CZE,NLD,20,4
CZE,NOR,20,5
CZE,POL,20,10
CZE,PRT,20,4
CZE,SVK,20,14
CZE,SVN,20,10
CZE,SWE,20,6
DEU,AUT,20,7
DEU,BEL,20,10
DEU,CHE,20,9
DEU,CZE,20,7
DEU,DEU,20,14
DEU,DNK,20,9
DEU,ESP,20,6
DEU,EST,20,3
DEU,FIN,20,4
DEU,FRA,20,9
DEU,GBR,20,7
DEU,HRV,20,9
DEU,HUN,20,5
DEU,IRL,20,1
DEU,ITA,20,7
DEU,LTU,20,4
DEU,LVA,20,2
DEU,NLD,20,11
DEU,NOR,20,3
DEU,POL,20,9
DEU,PRT,20,4
DEU,SVK,20,5
DEU,SVN,20,6
DEU,SWE,20,2
DNK,AUT,20,5
DNK,BEL,20,6
DNK,CHE,20,4
DNK,CZE,20,4
DNK,DEU,20,9
DNK,DNK,20,14
DNK,ESP,20,2
DNK,EST,20,2
DNK,FIN,20,2
DNK,FRA,20,3
DNK,GBR,20,4
DNK,HRV,20,5
DNK,HUN,20,3
DNK,IRL,20,1
DNK,ITA,20,4
DNK,LTU,20,2
DNK,LVA,20,1
DNK,NLD,20,8
DNK,NOR,20,0
DNK,POL,20,4
DNK,PRT,20,2
DNK,SVK,20,2
DNK,SVN,20,2
DNK,SWE,20,2
ESP,AUT,20,5
ESP,BEL,20,4
ESP,CHE,20,10
ESP,CZE,20,4
ESP,DEU,20,6
ESP,DNK,20,2
ESP,ESP,20,11
ESP,EST,20,1
ESP,FIN,20,1
ESP,FRA,20,8
ESP,GBR,20,2
ESP,HRV,20,4
ESP,HUN,20,6
ESP,IRL,20,1
ESP,ITA,20,8
ESP,LTU,20,4
ESP,LVA,20,2
ESP,NLD,20,4
ESP,NOR,20,0
ESP,POL,20,6
ESP,PRT,20,8
ESP,SVK,20,7
ESP,SVN,20,6
ESP,SWE,20,1
EST,AUT,20,3
EST,BEL,20,2
EST,CHE,20,5
EST,CZE,20,8
EST,DEU,20,3
EST,DNK,20,2
EST,ESP,20,1
EST,EST,20,16
EST,FIN,20,12
EST,FRA,20,5
EST,GBR,20,2
EST,HRV,20,4
EST,HUN,20,7
EST,IRL,20,1
EST,ITA,20,5
EST,LTU,20,12
EST,LVA,20,7
EST,NLD,20,2
EST,NOR,20,7
EST,POL,20,6
EST,PRT,20,2
EST,SVK,20,10
EST,SVN,20,8
EST,SWE,20,8
FIN,AUT,20,2
FIN,BEL,20,3
FIN,CHE,20,4
FIN,CZE,20,9
FIN,DEU,20,4
FIN,DNK,20,2
FIN,ESP,20,1
FIN,EST,20,12
FIN,FIN,20,14
FIN,FRA,20,6
FIN,GBR,20,1
FIN,HRV,20,4
FIN,HUN,20,5
FIN,IRL,20,1
FIN,ITA,20,4
FIN,LTU,20,10
FIN,LVA,20,7
FIN,NLD,20,2
FIN,NOR,20,7
FIN,POL,20,6
FIN,PRT,20,2
FIN,SVK,20,10
FIN,SVN,20,7
FIN,SWE,20,9
FRA,AUT,20,6
FRA,BEL,20,8
FRA,CHE,20,12
FRA,CZE,20,8
FRA,DEU,20,9
FRA,DNK,20,3
FRA,ESP,20,8
FRA,EST,20,5
FRA,FIN,20,6
FRA,FRA,20,16
FRA,GBR,20,5
FRA,HRV,20,6
FRA,HUN,20,6
FRA,IRL,20,2
FRA,ITA,20,9
FRA,LTU,20,6
FRA,LVA,20,4
FRA,NLD,20,5
FRA,NOR,20,5
FRA,POL,20,9
FRA,PRT,20,5
FRA,SVK,20,7
FRA,SVN,20,10
FRA,SWE,20,4
GBR,AUT,20,4
GBR,BEL,20,7
GBR,CHE,20,6
GBR,CZE,20,4
GBR,DEU,20,7
GBR,DNK,20,4
GBR,ESP,20,2
GBR,EST,20,2
GBR,FIN,20,1
GBR,FRA,20,5
GBR,GBR,20,13
GBR,HRV,20,4
GBR,HUN,20,1
GBR,IRL,20,2
GBR,ITA,20,2
GBR,LTU,20,3
GBR,LVA,20,1
GBR,NLD,20,6
GBR,NOR,20,4
GBR,POL,20,3
GBR,PRT,20,1
GBR,SVK,20,3
GBR,SVN,20,4
GBR,SWE,20,3
HRV,AUT,20,5
HRV,BEL,20,10
HRV,CHE,20,6
HRV,CZE,20,8
HRV,DEU,20,9
HRV,DNK,20,5
HRV,ESP,20,4
HRV,EST,20,4
HRV,FIN,20,4
HRV,FRA,20,6
HRV,GBR,20,4
HRV,HRV,20,13
HRV,HUN,20,7
HRV,IRL,20,0
HRV,ITA,20,6
HRV,LTU,20,3
HRV,LVA,20,2
HRV,NLD,20,7
HRV,NOR,20,1
HRV,POL,20,5
HRV,PRT,20,3
HRV,SVK,20,9
HRV,SVN,20,10
HRV,SWE,20,3
HUN,AUT,20,5
HUN,BEL,20,3
HUN,CHE,20,6
HUN,CZE,20,8
HUN,DEU,20,5
HUN,DNK,20,3
HUN,ESP,20,6
HUN,EST,20,7
HUN,FIN,20,5
HUN,FRA,20,6
HUN,GBR,20,1
HUN,HRV,20,7
HUN,HUN,20,11
HUN,IRL,20,0
HUN,ITA,20,6
HUN,LTU,20,5
HUN,LVA,20,5
HUN,NLD,20,3
HUN,NOR,20,2
HUN,POL,20,7
HUN,PRT,20,4
HUN,SVK,20,11
HUN,SVN,20,8
HUN,SWE,20,3
IRL,AUT,20,2
IRL,BEL,20,0
IRL,CHE,20,1
IRL,CZE,20,1
IRL,DEU,20,1
IRL,DNK,20,1
IRL,ESP,20,1
IRL,EST,20,1
IRL,FIN,20,1
IRL,FRA,20,2
IRL,GBR,20,2
IRL,HRV,20,0
IRL,HUN,20,0
IRL,IRL,20,8
IRL,ITA,20,2
IRL,LTU,20,1
IRL,LVA,20,1
IRL,NLD,20,1
IRL,NOR,20,2
IRL,POL,20,0
IRL,PRT,20,1
IRL,SVK,20,1
IRL,SVN,20,0
IRL,SWE,20,2
ITA,AUT,20,7
ITA,BEL,20,4
ITA,CHE,20,9
ITA,CZE,20,7
ITA,DEU,20,7
ITA,DNK,20,4
ITA,ESP,20,8
ITA,EST,20,5
ITA,FIN,20,4
ITA,FRA,20,9
ITA,GBR,20,2
ITA,HRV,20,6
ITA,HUN,20,6
ITA,IRL,20,2
ITA,ITA,20,14
ITA,LTU,20,4
ITA,LVA,20,4
ITA,NLD,20,4
ITA,NOR,20,3
ITA,POL,20,7
ITA,PRT,20,5
ITA,SVK,20,7
ITA,SVN,20,6
ITA,SWE,20,2
LTU,AUT,20,3
LTU,BEL,20,3
LTU,CHE,20,6
LTU,CZE,20,9
LTU,DEU,20,4
LTU,DNK,20,2
LTU,ESP,20,4
LTU,EST,20,12
LTU,FIN,20,10
LTU,FRA,20,6
LTU,GBR,20,3
LTU,HRV,20,3
LTU,HUN,20,5
LTU,IRL,20,1
LTU,ITA,20,4
LTU,LTU,20,13
LTU,LVA,20,4
LTU,NLD,20,2
LTU,NOR,20,4
LTU,POL,20,7
LTU,PRT,20,4
LTU,SVK,20,10
LTU,SVN,20,8
LTU,SWE,20,7
LVA,AUT,20,3
LVA,BEL,20,1
LVA,CHE,20,4
LVA,CZE,20,4
LVA,DEU,20,2
LVA,DNK,20,1
LVA,ESP,20,2
LVA,EST,20,7
LVA,FIN,20,7
LVA,FRA,20,4
LVA,GBR,20,1
LVA,HRV,20,2
LVA,HUN,20,5
LVA,IRL,20,1
LVA,ITA,20,4
LVA,LTU,20,4
LVA,LVA,20,10
LVA,NLD,20,0
LVA,NOR,20,5
LVA,POL,20,4
LVA,PRT,20,1
LVA,SVK,20,7
LVA,SVN,20,5
LVA,SWE,20,5
NLD,AUT,20,7
NLD,BEL,20,8
NLD,CHE,20,7
NLD,CZE,20,4
NLD,DEU,20,11
NLD,DNK,20,8
NLD,ESP,20,4
NLD,EST,20,2
NLD,FIN,20,2
NLD,FRA,20,5
NLD,GBR,20,6
NLD,HRV,20,7
NLD,HUN,20,3
NLD,IRL,20,1
NLD,ITA,20,4
NLD,LTU,20,2
NLD,LVA,20,0
NLD,NLD,20,11
NLD,NOR,20,1
NLD,POL,20,5
NLD,PRT,20,2
NLD,SVK,20,3
NLD,SVN,20,4
NLD,SWE,20,2
NOR,AUT,20,1
NOR,BEL,20,4
NOR,CHE,20,3
NOR,CZE,20,5
NOR,DEU,20,3
NOR,DNK,20,0
NOR,ESP,20,0
NOR,EST,20,7
NOR,FIN,20,7
NOR,FRA,20,5
NOR,GBR,20,4
NOR,HRV,20,1
NOR,HUN,20,2
NOR,IRL,20,2
NOR,ITA,20,3
NOR,LTU,20,4
NOR,LVA,20,5
NOR,NLD,20,1
NOR,NOR,20,13
NOR,POL,20,4
NOR,PRT,20,0
NOR,SVK,20,5
NOR,SVN,20,3
NOR,SWE,20,5
POL,AUT,20,7
POL,BEL,20,5
POL,CHE,20,11
POL,CZE,20,10
POL,DEU,20,9
POL,DNK,20,4
POL,ESP,20,6
POL,EST,20,6
POL,FIN,20,6
POL,FRA,20,9
POL,GBR,20,3
POL,HRV,20,5
POL,HUN,20,7
POL,IRL,20,0
POL,ITA,20,7
POL,LTU,20,7
POL,LVA,20,4
POL,NLD,20,5
POL,NOR,20,4
POL,POL,20,12
POL,PRT,20,4
POL,SVK,20,9
POL,SVN,20,8
POL,SWE,20,4
PRT,AUT,20,4
PRT,BEL,20,2
PRT,CHE,20,5
PRT,CZE,20,4
PRT,DEU,20,4
PRT,DNK,20,2
PRT,ESP,20,8
PRT,EST,20,2
PRT,FIN,20,2
PRT,FRA,20,5
PRT,GBR,20,1
PRT,HRV,20,3
PRT,HUN,20,4
PRT,IRL,20,1
PRT,ITA,20,5
PRT,LTU,20,4
PRT,LVA,20,1
PRT,NLD,20,2
PRT,NOR,20,0
PRT,POL,20,4
PRT,PRT,20,12
PRT,SVK,20,5
PRT,SVN,20,5
PRT,SWE,20,2
SVK,AUT,20,6
SVK,BEL,20,5
SVK,CHE,20,8
SVK,CZE,20,14
SVK,DEU,20,5
SVK,DNK,20,2
SVK,ESP,20,7
SVK,EST,20,10
SVK,FIN,20,10
SVK,FRA,20,7
SVK,GBR,20,3
SVK,HRV,20,9
SVK,HUN,20,11
SVK,IRL,20,1
SVK,ITA,20,7
SVK,LTU,20,10
SVK,LVA,20,7
SVK,NLD,20,3
SVK,NOR,20,5
SVK,POL,20,9
SVK,PRT,20,5
SVK,SVK,20,17
SVK,SVN,20,10
SVK,SWE,20,7
SVN,AUT,20,6
SVN,BEL,20,6
SVN,CHE,20,12
SVN,CZE,20,10
SVN,DEU,20,6
SVN,DNK,20,2
SVN,ESP,20,6
SVN,EST,20,8
SVN,FIN,20,7
SVN,FRA,20,10
SVN,GBR,20,4
SVN,HRV,20,10
SVN,HUN,20,8
SVN,IRL,20,0
SVN,ITA,20,6
SVN,LTU,20,8
SVN,LVA,20,5
SVN,NLD,20,4
SVN,NOR,20,3
SVN,POL,20,8
SVN,PRT,20,5
SVN,SVK,20,10
SVN,SVN,20,13
SVN,SWE,20,5
SWE,AUT,20,2
SWE,BEL,20,3
SWE,CHE,20,3
SWE,CZE,20,6
SWE,DEU,20,2
SWE,DNK,20,2
SWE,ESP,20,1
SWE,EST,20,8
SWE,FIN,20,9
SWE,FRA,20,4
SWE,GBR,20,3
SWE,HRV,20,3
SWE,HUN,20,3
SWE,IRL,20,2
SWE,ITA,20,2
SWE,LTU,20,7
SWE,LVA,20,5
SWE,NLD,20,2
SWE,NOR,20,5
SWE,POL,20,4
SWE,PRT,20,2
SWE,SVK,20,7
SWE,SVN,20,5
SWE,SWE,20,10
AUT,AUT,21,10
AUT,BEL,21,4
AUT,CHE,21,4
AUT,CZE,21,6
AUT,DEU,21,4
AUT,DNK,21,1
AUT,ESP,21,3
AUT,EST,21,1
AUT,FIN,21,2
AUT,FRA,21,3
AUT,GBR,21,2
AUT,HRV,21,6
AUT,HUN,21,6
AUT,IRL,21,3
AUT,ITA,21,3
AUT,LTU,21,3
AUT,LVA,21,2
AUT,NLD,21,3
AUT,NOR,21,4
AUT,POL,21,3
AUT,PRT,21,2
AUT,SVK,21,8
AUT,SVN,21,10
AUT,SWE,21,5
BEL,AUT,21,4
BEL,BEL,21,10
BEL,CHE,21,3
BEL,CZE,21,4
BEL,DEU,21,8
BEL,DNK,21,4
BEL,ESP,21,4
BEL,EST,21,2
BEL,FIN,21,0
BEL,FRA,21,5
BEL,GBR,21,4
BEL,HRV,21,6
BEL,HUN,21,5
BEL,IRL,21,2
BEL,ITA,21,3
BEL,LTU,21,5
BEL,LVA,21,5
BEL,NLD,21,7
BEL,NOR,21,1
BEL,POL,21,5
BEL,PRT,21,3
BEL,SVK,21,7
BEL,SVN,21,7
BEL,SWE,21,3
CHE,AUT,21,4
CHE,BEL,21,3
CHE,CHE,21,7
CHE,CZE,21,2
CHE,DEU,21,3
CHE,DNK,21,1
CHE,ESP,21,3
CHE,EST,21,3
CHE,FIN,21,2
CHE,FRA,21,3
CHE,GBR,21,1
CHE,HRV,21,3
CHE,HUN,21,2
CHE,IRL,21,0
CHE,ITA,21,4
CHE,LTU,21,3
CHE,LVA,21,3
CHE,NLD,21,3
CHE,NOR,21,2
CHE,POL,21,3
CHE,PRT,21,3
CHE,SVK,21,2
CHE,SVN,21,3
CHE,SWE,21,1
CZE,AUT,21,6
CZE,BEL,21,4
CZE,CHE,21,2
CZE,CZE,21,8
CZE,DEU,21,4
CZE,DNK,21,1
CZE,ESP,21,2
CZE,EST,21,0
CZE,FIN,21,1
CZE,FRA,21,3
CZE,GBR,21,2
CZE,HRV,21,7
CZE,HUN,21,6
CZE,IRL,21,2
CZE,ITA,21,1
CZE,LTU,21,5
CZE,LVA,21,3
CZE,NLD,21,3
CZE,NOR,21,3
CZE,POL,21,5
CZE,PRT,21,1
CZE,SVK,21,8
CZE,SVN,21,9
CZE,SWE,21,7
DEU,AUT,21,4
DEU,BEL,21,8
DEU,CHE,21,3
DEU,CZE,21,4
DEU,DEU,21,12
DEU,DNK,21,3
DEU,ESP,21,4
DEU,EST,21,2
DEU,FIN,21,0
DEU,FRA,21,5
DEU,GBR,21,4
DEU,HRV,21,5
DEU,HUN,21,5
DEU,IRL,21,2
DEU,ITA,21,3
DEU,LTU,21,5
DEU,LVA,21,3
DEU,NLD,21,10
DEU,NOR,21,1
DEU,POL,21,6
DEU,PRT,21,3
DEU,SVK,21,6
DEU,SVN,21,6
DEU,SWE,21,4
DNK,AUT,21,1
DNK,BEL,21,4
DNK,CHE,21,1
DNK,CZE,21,1
DNK,DEU,21,3
DNK,DNK,21,11
DNK,ESP,21,2
DNK,EST,21,1
DNK,FIN,21,0
DNK,FRA,21,2
DNK,GBR,21,4
DNK,HRV,21,2
DNK,HUN,21,1
DNK,IRL,21,2
DNK,ITA,21,1
DNK,LTU,21,2
DNK,LVA,21,1
DNK,NLD,21,4
DNK,NOR,21,0
DNK,POL,21,2
DNK,PRT,21,2
DNK,SVK,21,2
DNK,SVN,21,2
DNK,SWE,21,1
ESP,AUT,21,3
ESP,BEL,21,4
ESP,CHE,21,3
ESP,CZE,21,2
ESP,DEU,21,4
ESP,DNK,21,2
ESP,ESP,21,11
ESP,EST,21,3
ESP,FIN,21,1
ESP,FRA,21,4
ESP,GBR,21,2
ESP,HRV,21,4
ESP,HUN,21,4
ESP,IRL,21,1
ESP,ITA,21,4
ESP,LTU,21,4
ESP,LVA,21,3
ESP,NLD,21,3
ESP,NOR,21,1
ESP,POL,21,4
ESP,PRT,21,9
ESP,SVK,21,5
ESP,SVN,21,4
ESP,SWE,21,5
EST,AUT,21,1
EST,BEL,21,2
EST,CHE,21,3
EST,CZE,21,0
EST,DEU,21,2
EST,DNK,21,1
EST,ESP,21,3
EST,EST,21,6
EST,FIN,21,3
EST,FRA,21,2
EST,GBR,21,1
EST,HRV,21,1
EST,HUN,21,1
EST,IRL,21,0
EST,ITA,21,3
EST,LTU,21,5
EST,LVA,21,3
EST,NLD,21,2
EST,NOR,21,0
EST,POL,21,2
EST,PRT,21,4
EST,SVK,21,1
EST,SVN,21,0
EST,SWE,21,2
FIN,AUT,21,2
FIN,BEL,21,0
FIN,CHE,21,2
FIN,CZE,21,1
FIN,DEU,21,0
FIN,DNK,21,0
FIN,ESP,21,1
FIN,EST,21,3
FIN,FIN,21,6
FIN,FRA,21,1
FIN,GBR,21,0
FIN,HRV,21,0
FIN,HUN,21,1
FIN,IRL,21,0
FIN,ITA,21,1
FIN,LTU,21,3
FIN,LVA,21,2
FIN,NLD,21,0
FIN,NOR,21,2
FIN,POL,21,0
FIN,PRT,21,3
FIN,SVK,21,1
FIN,SVN,21,0
FIN,SWE,21,3
FRA,AUT,21,3
FRA,BEL,21,5
FRA,CHE,21,3
FRA,CZE,21,3
FRA,DEU,21,5
FRA,DNK,21,2
FRA,ESP,21,4
FRA,EST,21,2
FRA,FIN,21,1
FRA,FRA,21,8
FRA,GBR,21,3
FRA,HRV,21,4
FRA,HUN,21,3
FRA,IRL,21,2
FRA,ITA,21,2
FRA,LTU,21,2
FRA,LVA,21,2
FRA,NLD,21,3
FRA,NOR,21,3
FRA,POL,21,3
FRA,PRT,21,2
FRA,SVK,21,5
FRA,SVN,21,4
FRA,SWE,21,4
GBR,AUT,21,2
GBR,BEL,21,4
GBR,CHE,21,1
GBR,CZE,21,2
GBR,DEU,21,4
GBR,DNK,21,4
GBR,ESP,21,2
GBR,EST,21,1
GBR,FIN,21,0
GBR,FRA,21,3
GBR,GBR,21,8
GBR,HRV,21,4
GBR,HUN,21,3
GBR,IRL,21,4
GBR,ITA,21,1
GBR,LTU,21,2
GBR,LVA,21,3
GBR,NLD,21,5
GBR,NOR,21,1
GBR,POL,21,2
GBR,PRT,21,1
GBR,SVK,21,5
GBR,SVN,21,5
GBR,SWE,21,2
HRV,AUT,21,6
HRV,BEL,21,6
HRV,CHE,21,3
HRV,CZE,21,7
HRV,DEU,21,5
HRV,DNK,21,2
HRV,ESP,21,4
HRV,EST,21,1
HRV,FIN,21,0
HRV,FRA,21,4
HRV,GBR,21,4
HRV,HRV,21,7
HRV,HUN,21,7
HRV,IRL,21,2
HRV,ITA,21,3
HRV,LTU,21,3
HRV,LVA,21,2
HRV,NLD,21,3
HRV,NOR,21,1
HRV,POL,21,7
HRV,PRT,21,2
HRV,SVK,21,8
HRV,SVN,21,7
HRV,SWE,21,6
HUN,AUT,21,6
HUN,BEL,21,5
HUN,CHE,21,2
HUN,CZE,21,6
HUN,DEU,21,5
HUN,DNK,21,1
HUN,ESP,21,4
HUN,EST,21,1
HUN,FIN,21,1
HUN,FRA,21,3
HUN,GBR,21,3
HUN,HRV,21,7
HUN,HUN,21,8
HUN,IRL,21,3
HUN,ITA,21,3
HUN,LTU,21,5
HUN,LVA,21,3
HUN,NLD,21,4
HUN,NOR,21,3
HUN,POL,21,5
HUN,PRT,21,3
HUN,SVK,21,10
HUN,SVN,21,9
HUN,SWE,21,5
IRL,AUT,21,3
IRL,BEL,21,2
IRL,CHE,21,0
IRL,CZE,21,2
IRL,DEU,21,2
IRL,DNK,21,2
IRL,ESP,21,1
IRL,EST,21,0
IRL,FIN,21,0
IRL,FRA,21,2
IRL,GBR,21,4
IRL,HRV,21,2
IRL,HUN,21,3
IRL,IRL,21,7
IRL,ITA,21,0
IRL,LTU,21,0
IRL,LVA,21,0
IRL,NLD,21,0
IRL,NOR,21,1
IRL,POL,21,1
IRL,PRT,21,0
IRL,SVK,21,3
IRL,SVN,21,3
IRL,SWE,21,2
ITA,AUT,21,3
ITA,BEL,21,3
ITA,CHE,21,4
ITA,CZE,21,1
ITA,DEU,21,3
ITA,DNK,21,1
ITA,ESP,21,4
ITA,EST,21,3
ITA,FIN,21,1
ITA,FRA,21,2
ITA,GBR,21,1
ITA,HRV,21,3
ITA,HUN,21,3
ITA,IRL,21,0
ITA,ITA,21,6
ITA,LTU,21,3
ITA,LVA,21,3
ITA,NLD,21,3
ITA,NOR,21,1
ITA,POL,21,3
ITA,PRT,21,4
ITA,SVK,21,3
ITA,SVN,21,3
ITA,SWE,21,1
LTU,AUT,21,3
LTU,BEL,21,5
LTU,CHE,21,3
LTU,CZE,21,5
LTU,DEU,21,5
LTU,DNK,21,2
LTU,ESP,21,4
LTU,EST,21,5
LTU,FIN,21,3
LTU,FRA,21,2
LTU,GBR,21,2
LTU,HRV,21,3
LTU,HUN,21,5
LTU,IRL,21,0
LTU,ITA,21,3
LTU,LTU,21,10
LTU,LVA,21,8
LTU,NLD,21,5
LTU,NOR,21,3
LTU,POL,21,7
LTU,PRT,21,5
LTU,SVK,21,5
LTU,SVN,21,7
LTU,SWE,21,4
LVA,AUT,21,2
LVA,BEL,21,5
LVA,CHE,21,3
LVA,CZE,21,3
LVA,DEU,21,3
LVA,DNK,21,1
LVA,ESP,21,3
LVA,EST,21,3
LVA,FIN,21,2
LVA,FRA,21,2
LVA,GBR,21,3
LVA,HRV,21,2
LVA,HUN,21,3
LVA,IRL,21,0
LVA,ITA,21,3
LVA,LTU,21,8
LVA,LVA,21,9
LVA,NLD,21,5
LVA,NOR,21,4
LVA,POL,21,4
LVA,PRT,21,3
LVA,SVK,21,3
LVA,SVN,21,6
LVA,SWE,21,4
NLD,AUT,21,3
NLD,BEL,21,7
NLD,CHE,21,3
NLD,CZE,21,3
NLD,DEU,21,10
NLD,DNK,21,4
NLD,ESP,21,3
NLD,EST,21,2
NLD,FIN,21,0
NLD,FRA,21,3
NLD,GBR,21,5
NLD,HRV,21,3
NLD,HUN,21,4
NLD,IRL,21,0
NLD,ITA,21,3
NLD,LTU,21,5
NLD,LVA,21,5
NLD,NLD,21,12
NLD,NOR,21,1
NLD,POL,21,5
NLD,PRT,21,3
NLD,SVK,21,5
NLD,SVN,21,5
NLD,SWE,21,2
NOR,AUT,21,4
NOR,BEL,21,1
NOR,CHE,21,2
NOR,CZE,21,3
NOR,DEU,21,1
NOR,DNK,21,0
NOR,ESP,21,1
NOR,EST,21,0
NOR,FIN,21,2
NOR,FRA,21,3
NOR,GBR,21,1
NOR,HRV,21,1
NOR,HUN,21,3
NOR,IRL,21,1
NOR,ITA,21,1
NOR,LTU,21,3
NOR,LVA,21,4
NOR,NLD,21,1
NOR,NOR,21,6
NOR,POL,21,1
NOR,PRT,21,1
NOR,SVK,21,5
NOR,SVN,21,4
NOR,SWE,21,3
POL,AUT,21,3
POL,BEL,21,5
POL,CHE,21,3
POL,CZE,21,5
POL,DEU,21,6
POL,DNK,21,2
POL,ESP,21,4
POL,EST,21,2
POL,FIN,21,0
POL,FRA,21,3
POL,GBR,21,2
POL,HRV,21,7
POL,HUN,21,5
POL,IRL,21,1
POL,ITA,21,3
POL,LTU,21,7
POL,LVA,21,4
POL,NLD,21,5
POL,NOR,21,1
POL,POL,21,8
POL,PRT,21,3
POL,SVK,21,6
POL,SVN,21,6
POL,SWE,21,4
PRT,AUT,21,2
PRT,BEL,21,3
PRT,CHE,21,3
PRT,CZE,21,1
PRT,DEU,21,3
PRT,DNK,21,2
PRT,ESP,21,9
PRT,EST,21,4
PRT,FIN,21,3
PRT,FRA,21,2
PRT,GBR,21,1
PRT,HRV,21,2
PRT,HUN,21,3
PRT,IRL,21,0
PRT,ITA,21,4
PRT,LTU,21,5
PRT,LVA,21,3
PRT,NLD,21,3
PRT,NOR,21,1
PRT,POL,21,3
PRT,PRT,21,13
PRT,SVK,21,3
PRT,SVN,21,2
PRT,SWE,21,4
SVK,AUT,21,8
SVK,BEL,21,7
SVK,CHE,21,2
SVK,CZE,21,8
SVK,DEU,21,6
SVK,DNK,21,2
SVK,ESP,21,5
SVK,EST,21,1
SVK,FIN,21,1
SVK,FRA,21,5
SVK,GBR,21,5
SVK,HRV,21,8
SVK,HUN,21,10
SVK,IRL,21,3
SVK,ITA,21,3
SVK,LTU,21,5
SVK,LVA,21,3
